Modelo,Sabor,Precio,Estado,URL
"LIFE POD ECO II CART 10K","BLACK BERRY ICE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-black-berry-ice/"
"LIFE POD ECO II CART 10K","BLACKBERRY HULL","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-blackberry-hull/"
"LIFE POD ECO II CART 10K","BLUE RAZZ ICE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-blue-razz-ice/"
"LIFE POD ECO II CART 10K","BLUEBERRY MINT","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-blueberry-mint/"
"LIFE POD ECO II CART 10K","BLUEBERRY STRAW","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-blueberry-straw/"
"LIFE POD ECO II CART 10K","BLUEBERRY WATER","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-blueberry-water/"
"LIFE POD ECO II CART 10K","CANDY ICE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-candy-ice/"
"LIFE POD ECO II CART 10K","CAPUCCINO","7,50","En stock","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-capuccino/"
"LIFE POD ECO II CART 10K","CHERRY BUBBLEG","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-cherry-bubbleg/"
"LIFE POD ECO II CART 10K","CHERRY LIME ICE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-cherry-lime-ice/"
"LIFE POD ECO II CART 10K","COCONUT WATER","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-coconut-water/"
"LIFE POD ECO II CART 10K","DRAG BLUERAZZ","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-drag-bluerazz/"
"LIFE POD ECO II CART 10K","DRAGON FRUIT","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-dragon-fruit/"
"LIFE POD ECO II CART 10K","GRAPE","7,50","En stock","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-grape/"
"LIFE POD ECO II CART 10K","GRAPE BUBBLEGUM","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-grape-bubblegum/"
"LIFE POD ECO II CART 10K","GRAPE HONEYDEW","7,50","En stock","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-grape-honeydew/"
"LIFE POD ECO II CART 10K","GREEN APPLE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-green-apple/"
"LIFE POD ECO II CART 10K","GREEN GRAPE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-green-grape/"
"LIFE POD ECO II CART 10K","KIWI BERRIES","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-kiwi-berries/"
"LIFE POD ECO II CART 10K","LOVE 66","7,50","En stock","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-love-66/"
"LIFE POD ECO II CART 10K","MENTHOL","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-menthol/"
"LIFE POD ECO II CART 10K","MIAMI MINT","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-miami-mint/"
"LIFE POD ECO II CART 10K","MINT BUBBLEGUM","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-mint-bubblegum/"
"LIFE POD ECO II CART 10K","MINT WATER BERRIES","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-mint-water-berries/"
"LIFE POD ECO II CART 10K","MONSTER DRINK","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-monster-drink/"
"LIFE POD ECO II CART 10K","PASSION FRUIT","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-passion-fruit/"
"LIFE POD ECO II CART 10K","PASSION MANGO","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-passion-mango/"
"LIFE POD ECO II CART 10K","PEACH MANGO","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-peach-mango/"
"LIFE POD ECO II CART 10K","PINK LEMONADE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-pink-lemonade/"
"LIFE POD ECO II CART 10K","POLAR ICE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-polar-ice/"
"LIFE POD ECO II CART 10K","STRAW BUBBLEGUM","7,50","En stock","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-straw-bubblegum/"
"LIFE POD ECO II CART 10K","STRAW COCONUT","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-straw-coconut/"
"LIFE POD ECO II CART 10K","STRAW KIWI","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-straw-kiwi/"
"LIFE POD ECO II CART 10K","STRAW WATER","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-straw-water/"
"LIFE POD ECO II CART 10K","STRONG APPLE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-strong-apple/"
"LIFE POD ECO II CART 10K","SUMMER LOVE","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-summer-love/"
"LIFE POD ECO II CART 10K","WATERMELON","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-watermelon/"
"LIFE POD ECO II CART 10K","WATERMELON BUBB","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-watermelon-bubb/"
"LIFE POD ECO II CART 10K","WATERMELON PEACH","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-watermelon-peach/"
"LIFE POD ECO II CART 10K","WHITE MOCHA","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-white-mocha/"
"LIFE POD ECO II CART 10K","WHITE PEACH BERRIES","7,50","Agotado","https://italiashop.com.py/product/life-pod-eco-ii-cart-10k-white-peach-berries/"
"LIFE POD ECO III CART","BLUEBERRY BUBBLEGUM","8,25","En stock","https://italiashop.com.py/product/life-pod-eco-iii-cart-blueberry-bubblegum/"
"LIFE POD ECO III CART","CHERRY BUBBLEGUM","8,25","En stock","https://italiashop.com.py/product/life-pod-eco-iii-cart-cherry-bubblegum/"
"LIFE POD ECO III CART","GRAPE BUBBLEGUM","8,25","En stock","https://italiashop.com.py/product/life-pod-eco-iii-cart-grape-bubblegum/"
"LIFE POD ECO III CART","GREEN APPLE","8,25","Agotado","https://italiashop.com.py/product/life-pod-eco-iii-cart-green-apple/"
"LIFE POD ECO III CART","GREEN GRAPE","8,25","En stock","https://italiashop.com.py/product/life-pod-eco-iii-cart-green-grape/"
"LIFE POD ECO III CART","LOVE 66","8,25","Agotado","https://italiashop.com.py/product/life-pod-eco-iii-cart-love-66/"
"LIFE POD ECO III CART","MANGO BUBBLEGUM","8,25","En stock","https://italiashop.com.py/product/life-pod-eco-iii-cart-mango-bubblegum/"
"LIFE POD ECO III CART","MIAMI MINT","8,25","Agotado","https://italiashop.com.py/product/life-pod-eco-iii-cart-miami-mint/"
"LIFE POD ECO III CART","MINT BUBBLEGUM","8,25","En stock","https://italiashop.com.py/product/life-pod-eco-iii-cart-mint-bubblegum/"
"LIFE POD ECO III CART","PASSIONT FRUIT BUBBLEGUM","8,25","Agotado","https://italiashop.com.py/product/life-pod-eco-iii-cart-passiont-fruit-bubblegum/"
"LIFE POD ECO III CART","STRAWBERRY BUBBLEGUM","8,25","En stock","https://italiashop.com.py/product/life-pod-eco-iii-cart-strawberry-bubblegum/"
"LIFE POD ECO III CART","STRAWBERRY KIWI","8,25","Agotado","https://italiashop.com.py/product/life-pod-eco-iii-cart-strawberry-kiwi/"
"LIFE POD ECO III CART","WATERMELON BUBBLEGUM","8,25","En stock","https://italiashop.com.py/product/life-pod-eco-iii-cart-watermelon-bubblegum/"
"LIFE POD THE ONE CARBON","BLUERAZZ BBG","10,00","En stock","https://italiashop.com.py/product/life-pod-the-one-carbon-bluerazz-bbg/"
"LIFE POD THE ONE CARBON","COCONUT WATERMELON","10,00","En stock","https://italiashop.com.py/product/life-pod-the-one-carbon-coconut-watermelon/"
"LIFE POD THE ONE CARBON","MIAMI MINT","10,00","En stock","https://italiashop.com.py/product/life-pod-the-one-carbon-miami-mint/"
"LIFE POD THE ONE CARBON","SPEARMINT","10,00","En stock","https://italiashop.com.py/product/life-pod-the-one-carbon-spearmint/"
"LIFE POD THE ONE CARBON","STRAWBERRY BBG","10,00","En stock","https://italiashop.com.py/product/life-pod-the-one-carbon-strawberry-bbg/"
"LIFE POD THE ONE CARBON","WATERMELON BBG","10,00","En stock","https://italiashop.com.py/product/life-pod-the-one-carbon-watermelon-bbg/"
"LIFE POD THE ONE GRAY","STRAW BBG","10,00","Agotado","https://italiashop.com.py/product/life-pod-the-one-gray-straw-bbg/"
"LOST MARY DURA 35000","GRAPE ICE","8,75","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-grape-ice/"
"LOST MARY DURA 35000","GRAPEFRUIT PASS","8,75","En stock","https://italiashop.com.py/product/lost-mary-dura-35000-grapefruit-pass/"
"LOST MARY DURA 35000","GREEN APPLE","8,75","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-green-apple/"
"LOST MARY DURA 35000","HAWAIIAN JUICE","8,75","En stock","https://italiashop.com.py/product/lost-mary-dura-35000-hawaiian-juice/"
"LOST MARY DURA 35000","HAWAIIAN MINT","8,75","En stock","https://italiashop.com.py/product/lost-mary-dura-35000-hawaiian-mint/"
"LOST MARY DURA 35000","MANGO ICE","9,25","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-mango-ice/"
"LOST MARY DURA 35000","MIAMI MINT","8,75","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-miami-mint/"
"LOST MARY DURA 35000","PINEAPPLE ICE","8,75","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-pineapple-ice/"
"LOST MARY DURA 35000","POME CHERRY PINEAPPLE","8,75","En stock","https://italiashop.com.py/product/lost-mary-dura-35000-pome-cherry-pineapple/"
"LOST MARY DURA 35000","STRAWBERRY ICE","8,75","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-strawberry-ice/"
"LOST MARY DURA 35000","STRAWBERRY KIWI","8,75","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-strawberry-kiwi/"
"LOST MARY DURA 35000","STRAWBERRY WATERMEL","8,75","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-strawberry-watermel/"
"LOST MARY DURA 35000","SUMMER ORANGE","8,75","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-summer-orange/"
"LOST MARY DURA 35000","WATERMELON ICE","8,75","Agotado","https://italiashop.com.py/product/lost-mary-dura-35000-watermelon-ice/"
"LOST MARY MT20.000","BERRY BURST","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt15000-miami-mint/"
"LOST MARY MT20.000","BLUE RAZZ ICE","7,00","Agotado","https://italiashop.com.py/product/lost-mary-mt20-000-blue-razz/"
"LOST MARY MT20.000","GRAPE ICE","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt20-000-grape-ice/"
"LOST MARY MT20.000","HAWAIAN JUICE","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt20-000-hawaian-juice/"
"LOST MARY MT20.000","MIAMI MINT","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt20-000-miami-mint/"
"LOST MARY MT20.000","NANA COCONUT","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt20-000-nana-coconut/"
"LOST MARY MT20.000","PINEAPPLE LEMON","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt20-000-pineapple-coconut/"
"LOST MARY MT20.000","ROCKET FREEZE","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt20-000-rocket-freeze/"
"LOST MARY MT20.000","SOUR STRAW DRAGON","7,00","Agotado","https://italiashop.com.py/product/lost-mary-mt20-000-sour-straw-dragon/"
"LOST MARY MT20.000","STRAW KIWI","7,00","Agotado","https://italiashop.com.py/product/lost-mary-mt20-000-straw-kiwi/"
"LOST MARY MT20.000","STRAWMELON PEACH","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt20-000-strawmelon-peach/"
"LOST MARY MT20.000","SUMMER GRAPE","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt20-000-summer-grape/"
"LOST MARY MT20.000","TOASTED BANANA","7,00","Agotado","https://italiashop.com.py/product/lost-mary-mt20-000-toasted-banana/"
"LOST MARY MT20.000","WATERMELON ICE","7,00","Agotado","https://italiashop.com.py/product/lost-mary-mt20-000-watermelon-ice/"
"LOST MARY MT20.000","WINTER MINT","7,00","En stock","https://italiashop.com.py/product/lost-mary-mt20-000-winter-mint/"
"MASKKING FLAVOR X 50K","BLUEBERRY ICE","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-blueberry-ice/"
"MASKKING FLAVOR X 50K","BLUEBERRY WATER ICE","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-blueberry-water-ice/"
"MASKKING FLAVOR X 50K","BLUERAZZ ICE","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-bluerazz-ice/"
"MASKKING FLAVOR X 50K","GRAPE ICE","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-grape-ice/"
"MASKKING FLAVOR X 50K","MEXICAN MANGO ICE","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-mexican-mango-ice/"
"MASKKING FLAVOR X 50K","MIAMI MINT","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-miami-mint/"
"MASKKING FLAVOR X 50K","PEACH ICE","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-peach-ice/"
"MASKKING FLAVOR X 50K","PINEAPPLE ICE","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-pineapple-ice/"
"MASKKING FLAVOR X 50K","STRAW GRAPE ICE","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-straw-grape-ice/"
"MASKKING FLAVOR X 50K","STRAW WATER","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-straw-water/"
"MASKKING FLAVOR X 50K","WATERMELON ICE","10,25","Agotado","https://italiashop.com.py/product/maskking-flavor-x-50k-watermelon-ice/"
"MASKKING ICEX 40K","APPLE PEAR MELOD","9,50","Agotado","https://italiashop.com.py/product/maskking-icex-40k-apple-pear-melod/"
"MASKKING ICEX 40K","COFFEE GUM BLISS","9,50","Agotado","https://italiashop.com.py/product/maskking-icex-40k-coffee-gum-bliss/"
"MASKKING ICEX 40K","ESPRESSO VELVET","9,50","Agotado","https://italiashop.com.py/product/maskking-icex-40k-espresso-velvet/"
"MASKKING MIBO 35K","BLUE RAZZ ICE","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-blue-razz-ice/"
"MASKKING MIBO 35K","BLUEBERRY ICE","8,25","Agotado","https://italiashop.com.py/product/maskking-mibo-35k-blueberry-ice/"
"MASKKING MIBO 35K","CHERRY COLA","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-cherry-cola/"
"MASKKING MIBO 35K","COOL MINT","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-cool-mint/"
"MASKKING MIBO 35K","GRAPE ICE","8,25","En stock","https://italiashop.com.py/product/maskking-mibo-35k-grape-ice/"
"MASKKING MIBO 35K","MANGO PEACH ICE","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-mango-peach-ice/"
"MASKKING MIBO 35K","PASS MELON FREEZE","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-pass-melon-freeze/"
"MASKKING MIBO 35K","PINEAPPLE ICE","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-pineapple-ice/"
"MASKKING MIBO 35K","POMEGRANATE LEMON","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-pomegranate-lemon/"
"MASKKING MIBO 35K","RASPBERRY WATER","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-raspberry-water/"
"MASKKING MIBO 35K","STRAW BANANA ICE","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-straw-banana-ice/"
"MASKKING MIBO 35K","STRAW KIWI ICE","8,25","Agotado","https://italiashop.com.py/product/maskking-mibo-35k-straw-kiwi-ice/"
"MASKKING MIBO 35K","STRAW MANGO ICE","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-straw-mango-ice/"
"MASKKING MIBO 35K","STRAW RASPBERRY CHERRY","8,25","Agotado","https://italiashop.com.py/product/maskking-mibo-35k-straw-raspberry-cherry/"
"MASKKING MIBO 35K","STRAWBERRY ICE","8,25","Agotado","https://italiashop.com.py/product/maskking-mibo-35k-strawberry-ice/"
"MASKKING MIBO 35K","STRAWBERRY WATER ICE","7,60","En stock","https://italiashop.com.py/product/maskking-mibo-35k-strawberry-water-ice/"
"MASKKING MIBO 35K","WATER BUBBLE ICE","8,25","Agotado","https://italiashop.com.py/product/maskking-mibo-35k-water-bubble-ice/"
"MASKKING MIBO 35K","WATERMELON ICE","8,25","Agotado","https://italiashop.com.py/product/maskking-mibo-35k-watermelon-ice/"
"NIKBAR 10000","ALOE GRAPE","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-aloe-grape/"
"NIKBAR 10000","ARTIC GUM","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-artic-gum/"
"NIKBAR 10000","BANANA ICE","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-banana-ice/"
"NIKBAR 10000","BLUEBERRY ICE","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-blueberry-ice/"
"NIKBAR 10000","BLUEBERRY RASPBERR","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-blueberry-raspberr/"
"NIKBAR 10000","CHERRY WATERMELON","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-cherry-watermelon/"
"NIKBAR 10000","FRESH MINT","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-grape-ice/"
"NIKBAR 10000","GRAPE APPLE ICE","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-grape-apple/"
"NIKBAR 10000","GRAPE ICE","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-grape-ice-2/"
"NIKBAR 10000","GRAPE STRAWBERRY ICE","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-grape-strawberry-ice/"
"NIKBAR 10000","GREEN APPLE","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-green-apple/"
"NIKBAR 10000","ICY MINT","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-icy-mint/"
"NIKBAR 10000","MENTHOL","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-menthol-2/"
"NIKBAR 10000","MIAMI MINT","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-miami-mint/"
"NIKBAR 10000","PASS SOUR KIWI","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-menthol/"
"NIKBAR 10000","PASSION FRUIT ICE MINT","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-passion-fruit-ice-mint/"
"NIKBAR 10000","PINEAPPLE ICE","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-pineapple-ice/"
"NIKBAR 10000","SAKURA GRAPE","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-sakura-grape/"
"NIKBAR 10000","SPEARMINT GRAPE","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-spearmint-grape/"
"NIKBAR 10000","SPEARMINT GUM","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-spearmint-gum/"
"NIKBAR 10000","SPEARMINT STRAWBERRY","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-spearmint-strawberry/"
"NIKBAR 10000","STONE FREEZE","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-stone-freeze/"
"NIKBAR 10000","STRAWBERRY APPLE WATERMELON","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-strawberry-apple-watermelon/"
"NIKBAR 10000","STRAWBERRY BANANA","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-strawberry-banana/"
"NIKBAR 10000","STRAWBERRY ICE","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-strawberry-ice/"
"NIKBAR 10000","STRAWBERRY KIWI","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-strawberry-kiwi/"
"NIKBAR 10000","WATERMELON BUBBLEGUM","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-watermelon-bubblegum/"
"NIKBAR 10000","WATERMELON ICE","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-watermelon-ice/"
"NIKBAR 10000","WATERMELON MINT","6,00","En stock","https://italiashop.com.py/product/nikbar-10000-watermelon-mint/"
"NIKBAR 10000","WATERMELON SOUR","6,50","Agotado","https://italiashop.com.py/product/nikbar-10000-watermelon-sour/"
"NIKBAR 25000","BLUEBERRY WATERMELON","10,50","Agotado","https://italiashop.com.py/product/nikbar-25000-blueberry-watermelon/"
"NIKBAR 30000","BLUEBERRY ICE","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-blueberry-ice/"
"NIKBAR 30000","CHERRY BANANA","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-cherry-banana/"
"NIKBAR 30000","FRESH MINT","8,00","En stock","https://italiashop.com.py/product/nikbar-30000-fresh-mint/"
"NIKBAR 30000","GRAPE ICE","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-grape-ice/"
"NIKBAR 30000","ICY MINT","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-icy-mint/"
"NIKBAR 30000","MENTHOL","8,00","En stock","https://italiashop.com.py/product/nikbar-30000-menthol/"
"NIKBAR 30000","MIAMI MINT","8,00","En stock","https://italiashop.com.py/product/nikbar-30000-miami-mint/"
"NIKBAR 30000","PASSION FRUIT SOUR KIWI","8,00","En stock","https://italiashop.com.py/product/nikbar-30000-passion-fruit-sour-kiwi/"
"NIKBAR 30000","SAKURA GRAPE","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-sakura-grape/"
"NIKBAR 30000","SOUR APPLE ICE","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-sour-apple-ice/"
"NIKBAR 30000","STRAWBERRY APPLE WATERMELON","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-strawberry-apple-watermelon/"
"NIKBAR 30000","STRAWBERRY ICE","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-strawberry-ice/"
"NIKBAR 30000","STRAWBERRY KIWI","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-strawberry-kiwi/"
"NIKBAR 30000","WATERMELON ICE","8,00","Agotado","https://italiashop.com.py/product/nikbar-30000-watermelon-ice/"
"NIKBAR 40K ICE NIC","BANANA ICE","10,50","Agotado","https://italiashop.com.py/product/nikbar-40k-ice-nic-banana-ice/"
"NIKBAR 40K T.CHILL","ICE MINT","10,00","Agotado","https://italiashop.com.py/product/nikbar-40k-t-chill-ice-mint/"
"NIKBAR 40K T.CHILL","MENTHOL","10,00","Agotado","https://italiashop.com.py/product/nikbar-40k-t-chill-menthol/"
"NIKBAR 40K T.CHILL","PINEAPPLE ICE","10,00","Agotado","https://italiashop.com.py/product/nikbar-40k-t-chill-pineapple-ice/"
"OXBAR 30000 MAGIC MAZE 2","BLUE RASPB LEMON","9,50","Agotado","https://italiashop.com.py/product/oxbar-30000-magic-maze-2-blue-raspb-lemon/"
"OXBAR 35K ICE+NIC","STRAWBERRY ORANGE POP","10,80","Agotado","https://italiashop.com.py/product/oxbar-35k-icenic-strawberry-orange-pop/"
"OXBAR 50K INVIS VAPOR 3IN1","GRAPE ICE","12,00","Agotado","https://italiashop.com.py/product/oxbar-50k-invis-vapor-3in1-grape-ice/"
"OXBAR 50K INVIS VAPOR 3IN1","ICY MINT","12,00","Agotado","https://italiashop.com.py/product/oxbar-50k-invis-vapor-3in1-icy-mint/"
"OXBAR 50K INVIS VAPOR 3IN1","MENTHOL","12,00","Agotado","https://italiashop.com.py/product/oxbar-50k-invis-vapor-3in1-menthol/"
"OXBAR 50K INVIS VAPOR 3IN1","PASSIONFRUIT SOUR KIWI","12,00","Agotado","https://italiashop.com.py/product/oxbar-50k-invis-vapor-3in1-passionfruit-sour-kiwi/"
"OXBAR 50K INVIS VAPOR 3IN1","PINEAPPLE ICE","12,00","Agotado","https://italiashop.com.py/product/oxbar-50k-invis-vapor-3in1-pineapple-ice/"
"OXBAR 50K INVIS VAPOR 3IN1","PINEAPPLE KIWI DRAGON","12,00","Agotado","https://italiashop.com.py/product/oxbar-50k-invis-vapor-3in1-pineapple-kiwi-dragon/"
"OXBAR 50K INVIS VAPOR 3IN1","STRAWBERRY GRAPE","12,00","Agotado","https://italiashop.com.py/product/oxbar-50k-invis-vapor-3in1-strawberry-grape/"
"OXBAR 50K INVIS VAPOR 3IN1","STRAWBERRY KIWI","12,00","Agotado","https://italiashop.com.py/product/oxbar-50k-invis-vapor-3in1-strawberry-kiwi/"
"OXBAR X15","ALOE GRAPE ICE","7,25","Agotado","https://italiashop.com.py/product/oxbar-x15k-aloe-grape-ice/"
"OXBAR X15K","BLUEBERRY ICE","7,25","Agotado","https://italiashop.com.py/product/oxbar-x15k-blueberry-ice/"
"OXBAR X15K","COOL MINT","7,25","Agotado","https://italiashop.com.py/product/oxbar-x15k-cool-mint/"
"OXBAR X15K","GRAPE ICE","7,25","Agotado","https://italiashop.com.py/product/oxbar-x15k-grape-ice/"
"OXBAR X15K","GRAPE LYCHEE","7,25","Agotado","https://italiashop.com.py/product/oxbar-x15k-grape-lychee/"
"OXBAR X15K","MIX BERRIES ICE","7,25","Agotado","https://italiashop.com.py/product/oxbar-x15k-mix-berries-ice/"
"OXBAR X15K","STRAWBERRY PEACH ICE","7,25","Agotado","https://italiashop.com.py/product/oxbar-x15k-strawberry-peach-ice/"
"OXBAR X15K","STRAWBERRY WATERMELON ICE","7,25","Agotado","https://italiashop.com.py/product/oxbar-x15k-strawberry-watermelon-ice/"
"OXBAR X15K","WATERMELON SLUSHIE","7,25","Agotado","https://italiashop.com.py/product/oxbar-x15k-watermelon-slushie/"
"SMOK PRIVBAR TU 15K","BLACKBERRY PEACH LEMON","5,50","Agotado","https://italiashop.com.py/product/smok-privbar-tu-15k-blackberry-peach-lemon/"
"SMOK PRIVBAR TU 15K","HONDULU BLUE","5,50","Agotado","https://italiashop.com.py/product/smok-privbar-tu-15k-hondulu-blue/"
"SMOK PRIVBAR TU 15K","PEACH BERRY ICE","5,50","Agotado","https://italiashop.com.py/product/smok-privbar-tu-15k-peach-berry-ice/"
"SMOK PRIVBAR TU 15K","TROPICAL LIME BLAST","4,75","Agotado","https://italiashop.com.py/product/smok-privbar-tu-15k-triple-mango/"
"VAPORESSO DOJO X 40K","BAJA SPLASH","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-baja-splash/"
"VAPORESSO DOJO X 40K","BERRY BLAST TRIAD","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-berry-blast-triad/"
"VAPORESSO DOJO X 40K","BLUE RAZZ ICE","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-blue-razz-ice/"
"VAPORESSO DOJO X 40K","BLUE STAR","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-blue-star/"
"VAPORESSO DOJO X 40K","FRESH BERRY ORANGE","8,00","En stock","https://italiashop.com.py/product/vaporesso-dojo-x-40k-fresh-berry-orange/"
